COMUNIDAD;PROVINCIA;MUNICIPIO;SUP M2;FECHA APERTURA;TIENDA;TARIFA;ROL;Nivel de surtido;CV 2022;PROG;CV 2021;PROG;CV 2020
ANDALUCÍA;GRANADA;GRANADA;178;04.10.19;PXGR AVDA. BARCELONA2;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;738’908.80 €;14%;637’848.30 €;0%;640’149.76 €
COMUNIDAD DE MADRID;MADRID;MADRID;89;13.03.20;PXM ESPIRITU SANTO 4;PLUS;URB.COMERCIAL;NACIONAL7;738’605.84 €;-10%;810’593.79 €;10%;725’988.81 €
PAÍS VASCO;VIZCAYA;BILBAO;375;28.11.14;PXBI GETXO-CALLE EDUARDO COSTE;PLUS;URB.RESIDENCIAL;NACIONAL4;735’980.92 €;2%;721’669.79 €;-13%;812’500.10 €
COMUNIDAD FORAL DE NAVARRA;NAVARRA;BURLADA;238;17.09.20;PXNA BURLADA - MAYOR,62;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;735’425.68 €;19%;597’402.28 €;75%;148’898.15 €
COMUNIDAD DE MADRID;MADRID;MADRID;109;31.07.20;PXM ALBERTO ALCOCER, 46;PLUS;URB.COMERCIAL;NACIONAL7;732’739.94 €;20%;587’815.34 €;65%;206’495.36 €
COMUNIDAD FORAL DE NAVARRA;NAVARRA;HIRIBERRI/VILLANUEVA DE AEZKOA;104;31.03.21;PXNA ARIBE - STA MARÍA;PLUS;URB.RESIDENCIAL;NACIONAL7;731’593.66 €;23%;565’446.47 €;100%; -   € 
CANTABRIA;CANTABRIA;BAREYO;198;23.06.17;PXS AJO - BENEDICTO RUIZ, 517;PLUS;URB.RESIDENCIAL;NACIONAL6;730’107.68 €;15%;617’364.17 €;-3%;635’673.01 €
EXTREMADURA;BADAJOZ;MERIDA;255;31.08.16;PXBA MERIDA-AVD. JUAN CARLOS I;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;728’509.05 €;11%;645’717.93 €;-16%;750’430.20 €
ANDALUCÍA;GRANADA;GRANADA;153;26.11.21;PXGR GRANADA AVENIDA DEL SUR, 21;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;720’636.52 €;91%;61’779.74 €;100%; -   € 
CATALUÑA;TARRAGONA;SALOU;167;17.06.21;PXT SALOU GINESTA, 3;XPLUS;URB.COMERCIAL;NACIONAL6;720’385.88 €;57%;312’446.88 €;100%; -   € 
COMUNIDAD DE MADRID;MADRID;TIELMES;376;17.08.18;PXM TIELMES;ESTANDAR;RURAL;NACIONAL4;714’122.74 €;-2%;728’794.65 €;-45%;1’058’418.10 €
COMUNIDAD VALENCIANA;VALENCIA;GODELLA;306;30.10.20;PXV GODELLA - SAN ANTONIO II, 55;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;712’999.30 €;10%;639’361.24 €;85%;97’835.06 €
COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;128;25.02.21;PXM POZUELO - COSTANILLA DEL OLIVAR;PLUS;URB.COMERCIAL;NACIONAL7;712’929.52 €;35%;466’873.44 €;100%; -   € 
COMUNIDAD VALENCIANA;VALENCIA;VALENCIA;294;31.03.21;PXV CARDENAL BENLLOCH III;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;711’788.90 €;41%;417’424.25 €;100%; -   € 
CASTILLA Y LEÓN;LEÓN;VEGA DE ESPINAREDA;286;12.09.20;PXLE VEGA DE ESPINAREDA 2;ESTANDAR;RURAL;NACIONAL5;711’660.14 €;11%;631’962.86 €;68%;201’646.88 €
COMUNIDAD DE MADRID;MADRID;MOSTOLES;309;03.09.21;PXM PINTOR VELAZQUEZ, 2;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;709’217.78 €;72%;201’084.61 €;100%; -   € 
COMUNIDAD DE MADRID;MADRID;MADRID;113;11.07.13;PXM CAMPEZO;ESTANDAR;URB.RESIDENCIAL;NACIONAL8;706’750.86 €;14%;607’421.49 €;-12%;682’742.08 €
CASTILLA LA MANCHA;TOLEDO;SANTA CRUZ DEL RETAMAR;339;09.08.19;PXTO STA. CRUZ DE RETAMAR;ESTANDAR;RURAL;NACIONAL4;706’095.00 €;11%;627’800.46 €;-16%;726’410.40 €
COMUNIDAD DE MADRID ;MADRID;MADRID;156;30.07.21;PXM HERMANOS GOMEZ, 32;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;702’067.06 €;69%;218’939.33 €;100%; -   € 
COMUNIDAD DE MADRID;MADRID;ALCALA DE HENARES;169;30.03.21;PXM ALCALA - PO DE LA ESTACIÓN, 15;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;696’963.84 €;45%;381’029.45 €;100%; -   € 
ANDALUCÍA;CÁDIZ;CHICLANA DE LA FRONTERA;228;23.11.21;PXCA CHICLANA - PLAZA, 23;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;696’905.54 €;89%;75’580.87 €;100%; -   € 
PAÍS VASCO;GUIPÚZCOA;ANDOAIN;210;30.06.15;PXSS ANDOAIN2;PLUS;URB.RESIDENCIAL;NACIONAL6;696’104.57 €;-8%;755’118.51 €;-3%;776’700.74 €
ANDALUCÍA;ILOCALIZADO;ILOCALIZADO;215;18.11.21;PXMA CALLE MEFISTOFELES, 16;PLUS;URB.RESIDENCIAL;NACIONAL6;695’694.12 €;90%;66’812.57 €;100%; -   € 
EXTREMADURA;BADAJOZ;BADAJOZ;266;24.03.17;PXBA AVDA. JUAN SEBASTIÁN EL CANO, 37-39;PLUS;URB.RESIDENCIAL;NACIONAL5;694’604.96 €;-3%;713’790.29 €;-11%;791’854.35 €
COMUNIDAD DE MADRID;MADRID;MADRID;132;26.11.21;PXM CALLE TEMBLEQUE, 66;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;693’594.40 €;91%;61’790.43 €;100%; -   € 
CATALUÑA;BARCELONA;BARCELONA;116;23.12.15;PXB TORRENT DE L'OLLA;PLUS;URB.COMERCIAL;NACIONAL6;690’622.78 €;9%;625’138.93 €;-24%;777’592.23 €
PAÍS VASCO;VIZCAYA;ONDARROA;196;14.10.11;PXBI ONDARROA;PLUS;URB.RESIDENCIAL;NACIONAL6;690’401.65 €;6%;651’630.53 €;-10%;715’529.52 €
ANDALUCÍA;SEVILLA;SEVILLA;88;12.07.19;PXSE ALTOZANO;PLUS;CONVENIENCIA;NACIONAL7;689’113.40 €;16%;578’366.66 €;7%;537’334.20 €
ANDALUCÍA;CÓRDOBA;CORDOBA;134;30.07.19;PXCO PLAZA DEL ESCUDO;PLUS;URB.COMERCIAL;NACIONAL6;688’907.05 €;22%;534’813.13 €;-3%;549’569.03 €
PAÍS VASCO;GUIPÚZCOA;ASTIGARRAGA;194;19.10.16;PXSS PASEO RIBERA DE LOIOLA;PLUS;URB.RESIDENCIAL;NACIONAL6;688’469.68 €;-3%;712’384.48 €;-18%;842’784.44 €
EXTREMADURA;BADAJOZ;BURGUILLOS DEL CERRO;298;23.03.16;PXBA BURGUILLOS DEL CERRO;ESTANDAR;RURAL;NACIONAL5;683’981.74 €;7%;635’734.79 €;-9%;694’105.21 €
ANDALUCÍA;CÓRDOBA;CORDOBA;127;05.06.20;PXCO SANTA MARÍA DE GRACIA, 3;ESTANDAR;URB.COMERCIAL;NACIONAL7;680’235.58 €;27%;496’453.27 €;51%;244’221.58 €
CATALUÑA;BARCELONA;SANTA COLOMA DE GRAMENET;149;30.11.17;PXB SANTA COLOMA2 - AVDA BANUS;AGRESIVA;URB.RESIDENCIAL;NACIONAL6;675’569.56 €;5%;644’056.09 €;-29%;828’897.69 €
GALICIA;LUGO;SARRIA;289;12.04.19;PXLU DIEGO PAZOS;ESTANDAR;RURAL;NACIONAL5;674’892.36 €;8%;623’413.45 €;-24%;775’867.83 €
ANDALUCÍA;SEVILLA;SEVILLA;265;17.08.18;PXSE RESOLANA2, 12-14;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;669’789.60 €;13%;585’571.89 €;-3%;604’539.07 €
LA RIOJA;LA RIOJA;NAVARRETE;216;08.07.16;PXLO NAVARRETE2;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;666’885.84 €;7%;617’034.24 €;-5%;645’551.82 €
CATALUÑA;GERONA;GIRONA;278;28.05.21;PXGI FRANCESC ARTAU, 2;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;665’610.39 €;60%;269’506.06 €;100%; -   € 
CASTILLA Y LEÓN;VALLADOLID;VALLADOLID;106;19.10.18;PXVA PLAZA CIRCULAR, 7;PLUS;URB.RESIDENCIAL;NACIONAL7;657’360.29 €;5%;625’212.92 €;-5%;654’753.70 €
EXTREMADURA ;CÁCERES;PLASENCIA;158;14.12.21;PXCC PLASENCIA - CALLE TALAVERA;PLUS;URB.RESIDENCIAL;NACIONAL7;656’842.78 €;96%;28’672.26 €;100%; -   € 
ANDALUCÍA;SEVILLA;SEVILLA;155;05.12.18;PXSE RONDA CAPUCHINOS;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;655’111.07 €;8%;600’561.47 €;-16%;694’751.60 €
EXTREMADURA;BADAJOZ;ALMENDRALEJO;351;18.09.17;PXBA ALMENDRALEJO2- CALLE CRUZ;ESTANDAR;RURAL;NACIONAL5;649’498.83 €;9%;589’774.06 €;-6%;625’220.22 €
PAÍS VASCO;ÁLAVA;AYALA/AIARA;214;26.06.14;PXVI AMURRIO - DIONISIO ALDAMA, 11;PLUS;URB.RESIDENCIAL;NACIONAL6;648’694.04 €;5%;617’589.05 €;-17%;724’518.10 €
CANTABRIA;CANTABRIA;SANTANDER;170;23.12.21;PXS MARQUÉS DE LA HERMIDA,14;PLUS;URB.RESIDENCIAL;NACIONAL6;643’153.20 €;98%;15’981.92 €;100%; -   € 
LA RIOJA;LA RIOJA;LOGROÑO;176;04.06.14;PXLO CALLE OESTE, 13;PLUS;URB.RESIDENCIAL;NACIONAL6;639’212.82 €;4%;615’530.32 €;-16%;716’031.18 €
ANDALUCÍA;GRANADA;MONACHIL;327;06.08.21;PXGR HUETOR VEGA2;AGRESIVA;RURAL;NACIONAL6;639’080.38 €;69%;197’557.41 €;100%; -   € 
CANTABRIA;CANTABRIA;NOJA;706;17.06.16;PXS NOJA - AVENIDA DEL RIS;PLUS;URB.RESIDENCIAL;NACIONAL6;638’096.77 €;17%;530’023.42 €;-5%;558’280.30 €
ANDALUCÍA;MÁLAGA;BENAHAVIS;141;23.12.21;PXMA BENAHAVIS;PLUS;URB.RESIDENCIAL;NACIONAL7;636’676.34 €;98%;13’722.32 €;100%; -   € 
ANDALUCÍA;HUELVA;HUELVA;142;23.04.20;PXH CALLE CALA, 10;ESTANDAR;URB.COMERCIAL;NACIONAL6;634’910.49 €;10%;570’130.75 €;36%;366’190.61 €
PRINCIPADO DE ASTURIAS;ASTURIAS;TINEO;271;18.03.21;PXO TINEO;ESTANDAR;RURAL;NACIONAL6;632’680.36 €;30%;444’086.83 €;100%; -   € 
CASTILLA Y LEÓN;LEÓN;FABERO;386;13.09.19;PXLE FABERO3;PLUS;RURAL;NACIONAL4;630’741.24 €;-3%;649’127.40 €;-19%;769’573.13 €
CASTILLA LA MANCHA;TOLEDO;PUEBLANUEVA (LA);269;06.09.13;PXTO PUEBLANUEVA;ESTANDAR;RURAL;NACIONAL5;629’767.80 €;10%;564’946.84 €;-15%;652’324.29 €
EXTREMADURA;BADAJOZ;BADAJOZ;168;26.09.14;PXBA AVDA. RICARDO CARAPETO, 38;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;625’591.98 €;7%;581’088.25 €;-12%;652’343.13 €
ANDALUCÍA;CÁDIZ;SANLUCAR DE BARRAMEDA;201;15.10.21;PXCA SAN LUCAR - CORREO;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;623’128.82 €;84%;100’114.85 €;100%; -   € 
ANDALUCÍA;MÁLAGA;RINCON DE LA VICTORIA;205;29.12.18;PXMA SANTA ROSALIA MAQUEDA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;621’542.53 €;4%;597’435.32 €;-57%;940’396.56 €
COMUNIDAD DE MADRID;MADRID;MADRID;109;09.08.19;PXM CALLE DOCTOR ESQUERDO, 217;PLUS;URB.COMERCIAL;NACIONAL7;620’992.59 €;2%;606’561.58 €;1%;602’845.99 €
PAÍS VASCO;VIZCAYA;GALDAKAO;158;22.10.21;PXSS GALDAKAO-SOLUBLE, 5;PLUS;URB.RESIDENCIAL;NACIONAL6;614’598.97 €;82%;107’760.99 €;100%; -   € 
PAÍS VASCO;ÁLAVA;VITORIA-GASTEIZ;265;24.08.11;PXVI EXPRESS CALLE GETARIA;PLUS;URB.RESIDENCIAL;NACIONAL5;613’818.14 €;13%;536’285.54 €;-23%;658’302.40 €
CASTILLA Y LEÓN;VALLADOLID;VALLADOLID;115;12.11.21;PXVA PLAZA DE LA LIBERTAD;XPLUS;URB.COMERCIAL;NACIONAL7;611’818.92 €;88%;72’607.44 €;100%; -   € 
EXTREMADURA;BADAJOZ;MERIDA;298;24.09.15;PXBA MÉRIDA - AVDA. LUSITANIA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;610’967.98 €;0%;612’492.46 €;-10%;673’334.89 €
COMUNIDAD VALENCIANA;VALENCIA;CULLERA;453;;PXV CULLERA  AVD DEL RACÓ, 14;PLUS;URB.RESIDENCIAL;NACIONAL4;605’959.30 €;8%;558’824.11 €;5%;530’033.77 €
PAÍS VASCO;GUIPÚZCOA;DONOSTIA-SAN SEBASTIAN;69;03.12.21;PXSS ALAMEDA DEL BOULEVARD2, 19;PLUS;URB.RESIDENCIAL;NACIONAL7;605’603.87 €;93%;43’683.48 €;100%; -   € 
ISLAS BALEARES;ISLAS BALEARES;PALMA DE MALLORCA;110;17.12.21;PXPM CAN PASTILLA;XPLUS;URB.COMERCIAL;NACIONAL7;605’168.01 €;98%;11’531.98 €;100%; -   € 
COMUNIDAD VALENCIANA;VALENCIA;VALENCIA;206;19.09.12;PXV MARINA ALTA;PLUS;URB.RESIDENCIAL;NACIONAL6;603’216.85 €;5%;574’426.60 €;-5%;602’238.94 €
EXTREMADURA;BADAJOZ;BADAJOZ;123;22.04.15;PXBA RONDA DEL PILAR, 45;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;599’673.42 €;8%;551’708.48 €;-8%;594’030.02 €
EXTREMADURA;BADAJOZ;MONTIJO;283;30.09.15;PXBA MONTIJO;ESTANDAR;RURAL;NACIONAL5;598’958.03 €;6%;564’073.98 €;-26%;710’277.10 €
ANDALUCÍA;SEVILLA;SEVILLA;189;13.11.18;PXSE CARDENAL CERVANTES;PLUS;URB.COMERCIAL;NACIONAL6;597’952.39 €;22%;468’991.33 €;-9%;512’736.24 €
COMUNIDAD DE MADRID;MADRID;MADRID;220;08.10.21;PXM HERNANI, 31;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;596’805.92 €;81%;110’887.81 €;100%; -   € 
ANDALUCÍA;SEVILLA;SEVILLA;123;03.12.21;PXSE CALLE ZARAGOZA, 31;PLUS;URB.RESIDENCIAL;NACIONAL7;594’493.79 €;94%;36’370.06 €;100%; -   € 
COMUNIDAD DE MADRID;MADRID;TORRELODONES;151;11.11.21;PXM ARGANDA DEL REY-LIBERTAD,2;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;592’592.85 €;88%;68’210.61 €;100%; -   € 
EXTREMADURA;CÁCERES;JARAIZ DE LA VERA;204;20.04.18;PXCC JARAIZ DE LA VERA2;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;590’541.46 €;3%;570’141.18 €;-10%;628’112.70 €
CANTABRIA;CANTABRIA;SANTANDER;224;04.06.21;PXS JUAN XXIII, 20;PLUS;URB.RESIDENCIAL;NACIONAL6;590’070.13 €;54%;269’802.34 €;100%; -   € 
COMUNIDAD FORAL DE NAVARRA;NAVARRA;BERRIOZAR;268;23.11.21;PXNA ANSOAIN - HNOS NOAIÍN, 3;PLUS;URB.RESIDENCIAL;NACIONAL5;585’755.27 €;92%;49’080.57 €;100%; -   € 
COMUNIDAD DE MADRID;MADRID;MADRID;147;19.11.21;PXM MAGDALENA 28;PLUS;URB.RESIDENCIAL;NACIONAL7;583’083.12 €;74%;151’697.54 €;100%; -   € 
PAÍS VASCO;GUIPÚZCOA;BEASAIN;127;11.12.15;PXSS BEASAIN;PLUS;URB.RESIDENCIAL;NACIONAL6;581’970.49 €;-8%;630’649.13 €;-10%;692’126.04 €
ANDALUCÍA;SEVILLA;SEVILLA;97;30.08.19;PXSE CALLE FERIA, 106;PLUS;URB.COMERCIAL;NACIONAL7;580’601.48 €;11%;516’888.26 €;-7%;553’499.63 €
COMUNIDAD DE MADRID;MADRID;MADRID;183;14.10.16;PXM AV FERROL, 1;XPLUS;URB.RESIDENCIAL;NACIONAL7;580’013.14 €;11%;514’586.81 €;-12%;577’942.42 €
ANDALUCÍA;CÁDIZ;CADIZ;90;20.02.20;PXCA ANCHA2, 31;PLUS;CONVENIENCIA;NACIONAL7;572’907.35 €;4%;549’379.50 €;16%;461’548.49 €
ANDALUCÍA;GRANADA;GRANADA;186;20.08.20;PXGR AGUSTINA DE ARAGON;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;571’896.86 €;6%;539’878.99 €;65%;187’079.89 €
COMUNIDAD DE MADRID;MADRID;ALCOBENDAS;109;14.12.21;PXM ALCOBENDAS - ISAAC ALBENIZ;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;562’664.04 €;96%;23’641.01 €;100%; -   € 
CATALUÑA;BARCELONA;VILAFRANCA DEL PENEDES;99;14.09.18;PXB VILLAFRANCA JOSEP TARRADELLAS,7;PLUS;URB.RESIDENCIAL;NACIONAL7;559’304.08 €;3%;540’880.97 €;-8%;583’434.05 €
CATALUÑA;BARCELONA;VILAFRANCA DEL PENEDES;157;05.12.18;PXB VILLAFRANCA - RAMBLA GIRADA, 84;PLUS;URB.RESIDENCIAL;NACIONAL5;555’407.60 €;3%;536’552.62 €;-14%;613’817.41 €
COMUNIDAD DE MADRID;MADRID;MADRID;82;23.11.16;PXM ANTONIO CUMELLA, 20;PLUS;URB.RESIDENCIAL;NACIONAL7;554’904.23 €;6%;522’677.12 €;-23%;642’597.77 €
GALICIA ;LA CORUÑA;POBRA DO CARAMIÑAL (A);279;15.10.21;PXC A POBRA DO CARAMIIÑAL - RUA PONTE;ESTANDAR;RURAL;NACIONAL5;554’889.63 €;76%;132’945.63 €;100%; -   € 
REGIÓN DE MURCIA;MURCIA;CEUTI;369;03.09.20;PXMU CEUTI - RAMON JARA, 31;AGRESIVA;RURAL;NACIONAL4;544’368.63 €;7%;506’178.54 €;58%;210’493.04 €
PAÍS VASCO;VIZCAYA;BASAURI;269;27.02.15;PXBI CALLE RAMÓN Y KAREAGA;PLUS;URB.RESIDENCIAL;NACIONAL5;543’791.23 €;-4%;567’785.08 €;-21%;687’352.66 €
COMUNIDAD DE MADRID;MADRID;MADRID;217;10.07.20;PXM PASEO DE LA HABANA V;PLUS;URB.RESIDENCIAL;NACIONAL5;541’875.57 €;-36%;735’633.32 €;53%;342’924.96 €
CASTILLA Y LEÓN;VALLADOLID;VALLADOLID;131;22.11.19;PXVA RAMÓN Y CAJAL, 12;PLUS;URB.RESIDENCIAL;NACIONAL6;534’042.55 €;8%;488’980.72 €;-6%;516’606.35 €
PAÍS VASCO;VIZCAYA;BILBAO;108;09.07.13;PXBI MAURICE RAVEL;PLUS;URB.RESIDENCIAL;NACIONAL7;533’860.06 €;-6%;564’937.04 €;-7%;604’530.02 €
COMUNIDAD DE MADRID;MADRID;FUENLABRADA;268;07.05.21;PXM FUENLABRADA - ARGENTINA, 13;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;531’488.56 €;53%;248’356.58 €;100%; -   € 
COMUNIDAD DE MADRID;MADRID;MADRID;137;22.04.21;PXM VILLAJOYOSA, 87;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;526’204.85 €;41%;311’938.56 €;100%; -   € 
REGIÓN DE MURCIA;MURCIA;MURCIA;125;25.11.20;PXMU DOCTOR JOSE TAPIA SANZ;AGRESIVA;URB.RESIDENCIAL;NACIONAL7;523’183.15 €;7%;485’284.93 €;90%;49’901.92 €
PRINCIPADO DE ASTURIAS;ASTURIAS;GIJON;118;12.08.21;PXO MARQUES DE SAN ESTEBAN;PLUS;URB.RESIDENCIAL;NACIONAL7;519’663.58 €;69%;163’160.15 €;100%; -   € 
GALICIA ;PONTEVEDRA;NIGRAN;170;17.12.21;PXPO NIGRAN ESTRADA POLA VIA 76;PLUS;RURAL;NACIONAL6;516’142.93 €;98%;8’309.89 €;100%; -   € 
ANDALUCÍA;JAÉN;JAEN;128;19.11.21;PXJ AVDA. ANDALUCÍA II;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;511’949.15 €;91%;47’715.70 €;100%; -   € 
COMUNIDAD DE MADRID;MADRID;MADRID;80;22.02.17;PXM CALLE DULZAINA;PLUS;URB.RESIDENCIAL;NACIONAL7;508’780.90 €;-21%;613’970.10 €;-14%;698’368.61 €
EXTREMADURA;CÁCERES;ARROYO DE LA LUZ;351;23.11.18;PXCC ARROYO DE LA LUZ2;ESTANDAR;RURAL;NACIONAL5;505’870.21 €;-2%;517’464.49 €;-13%;583’769.34 €
PAÍS VASCO;VIZCAYA;BERRIZ;309;11.12.15;PXBI BERRIZ;ESTANDAR;RURAL;NACIONAL5;499’500.05 €;2%;488’746.12 €;-15%;564’375.56 €
ANDALUCÍA;SEVILLA;SEVILLA;93;28.05.20;PXSE SAN VICENTE2, 90;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;497’927.11 €;7%;461’100.65 €;54%;213’808.39 €
COMUNIDAD FORAL DE NAVARRA;NAVARRA;PAMPLONA/IRUÑA;228;30.06.21;PXNA DONANTES DE SANGRE, 21;PLUS;URB.RESIDENCIAL;NACIONAL5;496’347.08 €;62%;190’201.76 €;100%; -   € 
PAÍS VASCO;VIZCAYA;IURRETA;204;;PXBI DURANGO INTXAURRONDO;PLUS;URB.RESIDENCIAL;NACIONAL6;479’386.01 €;-15%;552’202.43 €;-13%;626’151.62 €
CATALUÑA;BARCELONA;BARCELONA;140;29.06.18;PXB L OR, 48;PLUS;URB.COMERCIAL;NACIONAL6;465’414.07 €;15%;394’197.36 €;-11%;435’880.28 €
PAÍS VASCO;VIZCAYA;DERIO;240;26.08.15;PXBI DERIO;PLUS;URB.RESIDENCIAL;NACIONAL5;456’030.45 €;-6%;482’983.35 €;-21%;583’440.82 €
CASTILLA Y LEÓN;VALLADOLID;OLMEDO;210;16.04.13;PXVA OLMEDO;ESTANDAR;URB.RESIDENCIAL;NACIONAL4;452’780.24 €;10%;409’565.75 €;-27%;519’951.93 €
PAÍS VASCO;VIZCAYA;URDULIZ;236;29.08.18;PXBI AITA GOTZON - URDULIZ;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;441’068.17 €;9%;399’599.35 €;-5%;418’893.41 €
CASTILLA LA MANCHA;CIUDAD REAL;ALCAZAR DE SAN JUAN;264;29.06.21;PXCR DR BONARDEL 2;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;435’820.09 €;48%;225’675.88 €;100%; -   € 
PAÍS VASCO;VIZCAYA;BILBAO;272;04.09.20;PXBI ZURBARANBARRI;PLUS;URB.RESIDENCIAL;NACIONAL5;422’466.09 €;3%;407’851.65 €;57%;175’995.17 €
COMUNIDAD DE MADRID;MADRID;ALCORCON;214;26.11.20;PXM ALCORCÓN - SAN LUIS, 46;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;419’358.83 €;0%;417’745.95 €;89%;46’376.77 €
CANTABRIA;CANTABRIA;PIELAGOS;104;24.01.16;PXS PUENTE ARCE 2;PLUS;URB.RESIDENCIAL;NACIONAL7;411’918.84 €;-4%;426’477.56 €;-14%;487’068.33 €
COMUNIDAD DE MADRID;MADRID;MOSTOLES;167;23.12.21;PXM MOSTOLES - VIOLETA, 18;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;373’599.65 €;97%;11’396.51 €;100%; -   € 
PAÍS VASCO;GUIPÚZCOA;IRUN;113;23.04.15;PXSS IRÚN - PLAZA EIHERA, 12-13;PLUS;URB.RESIDENCIAL;NACIONAL6;371’017.93 €;10%;332’497.09 €;-10%;365’517.22 €
LA RIOJA;LA RIOJA;CENICERO;77;17.12.14;PXLO CENICERO;PLUS;URB.RESIDENCIAL;NACIONAL6;334’848.88 €;0%;334’106.41 €;-20%;402’383.24 €
LA RIOJA;LA RIOJA;VILLAMEDIANA DE IREGUA;141;14.11.14;PXLO CALLE PINTOR ROSALES 7;PLUS;URB.RESIDENCIAL;NACIONAL6;334’632.47 €;7%;310’415.94 €;-28%;397’842.56 €
COMUNIDAD DE MADRID;MADRID;MOSTOLES;128;23.12.20;PXM MOSTOLES - INMACULADA 2;ESTANDAR;URB.RESIDENCIAL;NACIONAL8;332’683.76 €;20%;267’279.23 €;97%;9’050.03 €
ANDALUCÍA;CÁDIZ;CHICLANA DE LA FRONTERA;241;;PXCA CHICLANA CTRA. LA BARROSA;XPLUS;URB.RESIDENCIAL;NACIONAL6;330’987.68 €;-10%;364’787.89 €;11%;323’647.48 €
LA RIOJA;LA RIOJA;VILLAMEDIANA DE IREGUA;113;10.12.14;PXLO CALLE JUAN BOSCÁN, 10;PLUS;URB.RESIDENCIAL;NACIONAL6;323’497.19 €;8%;296’780.08 €;-31%;387’821.95 €
LA RIOJA;LA RIOJA;LOGROÑO;190;06.09.19;PXLO CARIDAD, 5;PLUS;URB.RESIDENCIAL;NACIONAL5;306’407.70 €;-1%;309’813.08 €;-18%;365’860.15 €
CATALUÑA ;GERONA;SANT JOAN DE LES ABADESSES;303;26.11.21;PXGI SANT JOAN DE LES ABADESSES;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;212’972.81 €;83%;36’413.62 €;100%; -   € 